"","Id","Id.Type","Standard.Value"
"466","CHEMBL375972","chemblid",45
"467","CHEMBL223532","chemblid",98
"468","CHEMBL374073","chemblid",64
"469","CHEMBL376736","chemblid",210
"470","CHEMBL430398","chemblid",39.81
"471","CHEMBL429817","chemblid",6.5
"472","CHEMBL207970","chemblid",3.981
"473","CHEMBL439560","chemblid",4100
"474","CHEMBL58758","chemblid",448.5
"475","CHEMBL517391","chemblid",5.012
"476","CHEMBL2113322","chemblid",9.9
"477","CHEMBL79263","chemblid",1.6
"478","CHEMBL130229","chemblid",3.02
"479","CHEMBL376970","chemblid",5
"480","CHEMBL1078207","chemblid",1584.89
"481","CHEMBL379074","chemblid",0.8
"482","CHEMBL281764","chemblid",3
"483","CHEMBL2113328","chemblid",7.7
"484","CHEMBL432461","chemblid",2.8
"485","CHEMBL266647","chemblid",720
"486","CHEMBL2113325","chemblid",5.4
"487","CHEMBL240509","chemblid",1.6
"488","CHEMBL240392","chemblid",NA
"489","CHEMBL237302","chemblid",1860
"490","CHEMBL393570","chemblid",75
"491","CHEMBL1161832","chemblid",6.026
"492","CHEMBL1161825","chemblid",10
"493","CHEMBL380096","chemblid",18.2
"494","CHEMBL401134","chemblid",0.1995
"495","CHEMBL1161832","chemblid",6.026
"496","CHEMBL2364348","chemblid",15.85
"497","CHEMBL2364350","chemblid",398.11
"498","CHEMBL2364363","chemblid",50.12
"499","CHEMBL2364398","chemblid",7.943
"500","CHEMBL2364404","chemblid",19.95
"501","CHEMBL2364345","chemblid",31.62
"502","CHEMBL369571","chemblid",257
"503","CHEMBL181352","chemblid",21
"504","CHEMBL2364376","chemblid",100
"505","CHEMBL266063","chemblid",3
"506","CHEMBL182158","chemblid",2.4
"507","CHEMBL180246","chemblid",1.4
"508","CHEMBL301259","chemblid",7.95
"509","CHEMBL379564","chemblid",5.012
"510","CHEMBL441360","chemblid",5
"511","CHEMBL251572","chemblid",0.1585
"512","CHEMBL2364479","chemblid",10
"513","CHEMBL2364483","chemblid",12.59
"514","CHEMBL2364487","chemblid",5.012
"515","CHEMBL2364449","chemblid",6.31
"516","CHEMBL2364446","chemblid",31.62
"517","CHEMBL393330","chemblid",14.6
"518","CHEMBL271947","chemblid",63.1
"519","CHEMBL2364421","chemblid",25.12
"520","CHEMBL2364422","chemblid",19.95
"521","CHEMBL2364464","chemblid",63.1
"522","CHEMBL2364466","chemblid",6.31
"523","CHEMBL2364387","chemblid",12.59
"524","CHEMBL2364388","chemblid",15.85
"525","CHEMBL2364417","chemblid",31.62
"526","CHEMBL2364425","chemblid",3.162
"527","CHEMBL2364432","chemblid",1.259
"528","CHEMBL2364451","chemblid",12.59
"529","CHEMBL2364454","chemblid",7.943
"530","CHEMBL2364457","chemblid",39.81
"531","CHEMBL2364471","chemblid",19.95
"532","CHEMBL2364473","chemblid",3.981
"533","CHEMBL2364489","chemblid",158.49
"534","CHEMBL2364490","chemblid",31.62
"535","CHEMBL2364491","chemblid",3.162
"536","CHEMBL2364365","chemblid",5.012
"537","CHEMBL2364370","chemblid",39.81
"538","CHEMBL2364372","chemblid",7.943
"539","CHEMBL2364481","chemblid",2.512
"540","CHEMBL262358","chemblid",0.9
"541","CHEMBL500468","chemblid",1.4
"542","CHEMBL271948","chemblid",100
"543","CHEMBL411699","chemblid",40
"544","CHEMBL1161826","chemblid",8.511
"545","CHEMBL608827","chemblid",30.2
"546","CHEMBL500468","chemblid",1.42
"547","CHEMBL404545","chemblid",0.4
"548","CHEMBL1078881","chemblid",10000
"549","CHEMBL481796","chemblid",0.2512
"550","CHEMBL481619","chemblid",19.95
"551","CHEMBL479865","chemblid",316.23
"552","CHEMBL410499","chemblid",26
"553","CHEMBL256235","chemblid",64
"554","CHEMBL270851","chemblid",27
"555","CHEMBL2170779","chemblid",13.4
"556","CHEMBL2170702","chemblid",96.8
"557","CHEMBL2170775","chemblid",119.6
"558","CHEMBL2364448","chemblid",19.95
"559","CHEMBL2364336","chemblid",12.59
"560","CHEMBL3892517","chemblid",1000
"561","CHEMBL3900035","chemblid",NA
"562","CHEMBL3974701","chemblid",NA
"563","CHEMBL3967783","chemblid",100
"564","CHEMBL380096","chemblid",18.2
"565","CHEMBL1161826","chemblid",8.5
"566","CHEMBL274599","chemblid",14
"567","CHEMBL1161826","chemblid",8.511
"568","CHEMBL209020","chemblid",3.02
"569","CHEMBL411330","chemblid",8.4
"570","CHEMBL410135","chemblid",0.64
"571","CHEMBL260849","chemblid",2.9
"572","CHEMBL263389","chemblid",3.1
"573","CHEMBL261544","chemblid",1.8
"574","CHEMBL409327","chemblid",23
"575","CHEMBL473921","chemblid",100
"576","CHEMBL480219","chemblid",501.19
"577","CHEMBL491835","chemblid",2000
"578","CHEMBL523786","chemblid",5000
"579","CHEMBL489398","chemblid",9000
"580","CHEMBL489793","chemblid",4000
"581","CHEMBL488971","chemblid",90
"582","CHEMBL490614","chemblid",4000
"583","CHEMBL519196","chemblid",2000
"584","CHEMBL491428","chemblid",10
"585","CHEMBL517543","chemblid",1
"586","CHEMBL1793862","chemblid",3.02
"587","CHEMBL295984","chemblid",1.995
"588","CHEMBL490217","chemblid",10000
"589","CHEMBL291333","chemblid",432.2
"590","CHEMBL407706","chemblid",0.7943
"591","CHEMBL481602","chemblid",31.62
"592","CHEMBL521246","chemblid",3.162
"593","CHEMBL516602","chemblid",1.259
"594","CHEMBL490422","chemblid",440
"595","CHEMBL522446","chemblid",330
"596","CHEMBL523116","chemblid",10000
"597","CHEMBL488965","chemblid",10
"598","CHEMBL489370","chemblid",7
"599","CHEMBL485090","chemblid",20
"600","CHEMBL519171","chemblid",1000
"601","CHEMBL490009","chemblid",200
"602","CHEMBL1923612","chemblid",16.6
"603","CHEMBL411122","chemblid",14.7
"604","CHEMBL294408","chemblid",69.2
"605","CHEMBL410074","chemblid",0.2
"606","CHEMBL410730","chemblid",521
"607","CHEMBL236858","chemblid",390
"608","CHEMBL1161823","chemblid",5.623
"609","CHEMBL207970","chemblid",4
"610","CHEMBL274599","chemblid",14.13
"611","CHEMBL1161834","chemblid",5.012
"612","CHEMBL417182","chemblid",16.6
"613","CHEMBL235012","chemblid",200
"614","CHEMBL238228","chemblid",49
"615","CHEMBL392522","chemblid",116
"616","CHEMBL237059","chemblid",259
"617","CHEMBL180337","chemblid",27
"618","CHEMBL362798","chemblid",20.9
"619","CHEMBL360247","chemblid",43
"620","CHEMBL179978","chemblid",7.3
"621","CHEMBL178216","chemblid",5.6
"622","CHEMBL322912","chemblid",0.34
"623","CHEMBL295984","chemblid",2
"624","CHEMBL281764","chemblid",3
"625","CHEMBL1161829","chemblid",2.7
"626","CHEMBL3578014","chemblid",266.8
"627","CHEMBL385131","chemblid",12
"628","CHEMBL376258","chemblid",4
"629","CHEMBL394130","chemblid",517
"630","CHEMBL237507","chemblid",67
"631","CHEMBL438154","chemblid",150
"632","CHEMBL500468","chemblid",32
"633","CHEMBL375162","chemblid",49
"634","CHEMBL395441","chemblid",NA
"635","CHEMBL2113317","chemblid",279
"636","CHEMBL391859","chemblid",183
"637","CHEMBL1077578","chemblid",10000
"638","CHEMBL1077735","chemblid",1000
"639","CHEMBL1078208","chemblid",158.49
"640","CHEMBL1079187","chemblid",19.95
"641","CHEMBL1079186","chemblid",3.981
"642","CHEMBL1078558","chemblid",1000
"643","CHEMBL1078463","chemblid",1000
"644","CHEMBL1078267","chemblid",1000
"645","CHEMBL1077991","chemblid",1000
"646","CHEMBL2364381","chemblid",1.585
"647","CHEMBL2364433","chemblid",12.59
"648","CHEMBL473921","chemblid",100
"649","CHEMBL410085","chemblid",0.2
"650","CHEMBL522426","chemblid",40
"651","CHEMBL181735","chemblid",4.9
"652","CHEMBL181092","chemblid",11.7
"653","CHEMBL434152","chemblid",19.7
"654","CHEMBL366916","chemblid",26.7
"655","CHEMBL490010","chemblid",50
"656","CHEMBL2170784","chemblid",161.3
"657","CHEMBL2170782","chemblid",5.7
"658","CHEMBL2170781","chemblid",29.6
"659","CHEMBL2170781","chemblid",2.8
"660","CHEMBL2170781","chemblid",1000
"661","CHEMBL2170781","chemblid",3.8
"662","CHEMBL1161826","chemblid",8.5
"663","CHEMBL428592","chemblid",0.45
"664","CHEMBL404355","chemblid",1.18
"665","CHEMBL404354","chemblid",0.51
"666","CHEMBL401827","chemblid",0.61
"667","CHEMBL2170781","chemblid",11.2
"668","CHEMBL482204","chemblid",7.943
"669","CHEMBL539929","chemblid",0.34
"670","CHEMBL1078462","chemblid",1000
"671","CHEMBL1080046","chemblid",79.43
"672","CHEMBL1078492","chemblid",10000
"673","CHEMBL1078595","chemblid",1000
"674","CHEMBL1078882","chemblid",1000
"675","CHEMBL2170780","chemblid",17.9
"676","CHEMBL180093","chemblid",3.4
"677","CHEMBL181063","chemblid",1.5
"678","CHEMBL3913052","chemblid",1
"679","CHEMBL3924192","chemblid",100
"680","CHEMBL1923631","chemblid",100
"681","CHEMBL3937200","chemblid",1
"682","CHEMBL3922810","chemblid",1
"683","CHEMBL3934402","chemblid",1
"684","CHEMBL3940705","chemblid",1
"685","CHEMBL1923638","chemblid",1
"686","CHEMBL3905791","chemblid",1
"687","CHEMBL3922056","chemblid",1
"688","CHEMBL3900284","chemblid",1
"689","CHEMBL521264","chemblid",398.11
"690","CHEMBL260819","chemblid",0.3981
"691","CHEMBL294324","chemblid",19.6
"692","CHEMBL2113324","chemblid",0.6
"693","CHEMBL2170783","chemblid",13.1
"694","CHEMBL2170779","chemblid",12.6
"695","CHEMBL2170779","chemblid",6.7
"696","CHEMBL2170691","chemblid",1000
"697","CHEMBL2170701","chemblid",1000
"698","CHEMBL255401","chemblid",316.23
"699","CHEMBL410527","chemblid",794.33
"700","CHEMBL410013","chemblid",100
"701","CHEMBL360891","chemblid",41
"702","CHEMBL182137","chemblid",19.6
"703","CHEMBL180094","chemblid",7.6
"704","CHEMBL2364349","chemblid",125.89
"705","CHEMBL2364355","chemblid",79.43
"706","CHEMBL2364339","chemblid",31.62
"707","CHEMBL2364411","chemblid",50.12
"708","CHEMBL2364413","chemblid",3.981
"709","CHEMBL2364419","chemblid",12.59
"710","CHEMBL2113321","chemblid",5.3
"711","CHEMBL237916","chemblid",7.9
"712","CHEMBL237701","chemblid",3.3
"713","CHEMBL2364352","chemblid",6.31
"714","CHEMBL2364366","chemblid",100
"715","CHEMBL2364357","chemblid",125.89
"716","CHEMBL2364415","chemblid",2.512
"717","CHEMBL2364416","chemblid",31.62
"718","CHEMBL2364385","chemblid",39.81
"719","CHEMBL2364386","chemblid",31.62
"720","CHEMBL2364391","chemblid",6.31
"721","CHEMBL2364395","chemblid",6.31
"722","CHEMBL2170692","chemblid",1000
"723","CHEMBL521612","chemblid",1200
"724","CHEMBL491044","chemblid",20
"725","CHEMBL1923501","chemblid",68
"726","CHEMBL2364371","chemblid",158.49
"727","CHEMBL2364380","chemblid",15.85
"728","CHEMBL2364393","chemblid",19.95
"729","CHEMBL2364474","chemblid",50.12
"730","CHEMBL2170693","chemblid",1000
"731","CHEMBL1081859","chemblid",1000
"732","CHEMBL1079185","chemblid",3.981
"733","CHEMBL1078586","chemblid",1000
"734","CHEMBL3578016","chemblid",88.3
"735","CHEMBL3578015","chemblid",99.9
"736","CHEMBL3578018","chemblid",109.6
"737","CHEMBL3934561","chemblid",134
"738","CHEMBL506986","chemblid",100
"739","CHEMBL3798559","chemblid",0.8
"740","CHEMBL3913855","chemblid",1
"741","CHEMBL3970499","chemblid",1
"742","CHEMBL3940653","chemblid",100
"743","CHEMBL3910661","chemblid",100
"744","CHEMBL2364434","chemblid",100
"745","CHEMBL2364436","chemblid",31.62
"746","CHEMBL2364437","chemblid",7.943
"747","CHEMBL473921","chemblid",100
"748","CHEMBL1923617","chemblid",14
"749","CHEMBL1923504","chemblid",1
"750","CHEMBL3978207","chemblid",100
"751","CHEMBL1923609","chemblid",1
"752","CHEMBL3959816","chemblid",NA
"753","CHEMBL3958451","chemblid",100
"754","CHEMBL500468","chemblid",1.4
"755","CHEMBL2364456","chemblid",5.012
"756","CHEMBL2364460","chemblid",3.162
"757","CHEMBL3889512","chemblid",1
"758","CHEMBL1923634","chemblid",100
"759","CHEMBL3970180","chemblid",100
"760","CHEMBL3967506","chemblid",100
"761","CHEMBL3920049","chemblid",1
"762","CHEMBL3981072","chemblid",100
"763","CHEMBL3898348","chemblid",1
"764","CHEMBL3932408","chemblid",1
"765","CHEMBL3909834","chemblid",1
"766","CHEMBL404336","chemblid",62
"767","CHEMBL3578006","chemblid",189.2
"768","CHEMBL3578009","chemblid",60.2
"769","CHEMBL402808","chemblid",150
"770","CHEMBL3578005","chemblid",6
"771","CHEMBL3800172","chemblid",60
"772","CHEMBL3800298","chemblid",4.4
"773","CHEMBL3800422","chemblid",74
"774","CHEMBL3937924","chemblid",100
"775","CHEMBL3959108","chemblid",1
"776","CHEMBL3973940","chemblid",100
"777","CHEMBL3983626","chemblid",1000
"778","CHEMBL3927481","chemblid",1
"779","CHEMBL3969367","chemblid",NA
"780","CHEMBL3943086","chemblid",1
"781","CHEMBL3896536","chemblid",100
"782","CHEMBL3578014","chemblid",251.19
"783","CHEMBL3578015","chemblid",100
"784","CHEMBL3578005","chemblid",6.31
"785","CHEMBL3578011","chemblid",1000
"786","CHEMBL3578017","chemblid",41.7
"787","CHEMBL3578018","chemblid",100
"788","CHEMBL3578007","chemblid",63.1
"789","CHEMBL3578006","chemblid",199.53
"790","CHEMBL432461","chemblid",2.818
"791","CHEMBL33892","chemblid",6.3
"792","CHEMBL33892","chemblid",6.31
"793","CHEMBL237926","chemblid",10
"794","CHEMBL3918783","chemblid",104
"795","CHEMBL1923610","chemblid",1
"796","CHEMBL3893048","chemblid",1
"797","CHEMBL3921499","chemblid",1
"798","CHEMBL3918046","chemblid",1
"799","CHEMBL266063","chemblid",3
"800","CHEMBL1963249","chemblid",5
"801","CHEMBL3578008","chemblid",29
"802","CHEMBL1923626","chemblid",1
"803","CHEMBL2364484","chemblid",50.12
"804","CHEMBL2364430","chemblid",1.585
"805","CHEMBL2364462","chemblid",50.12
"806","CHEMBL2364465","chemblid",19.95
"807","CHEMBL2364472","chemblid",0.5012
"808","CHEMBL393576","chemblid",79
"809","CHEMBL2170781","chemblid",1000
"810","CHEMBL2170781","chemblid",237.6
"811","CHEMBL2170777","chemblid",498.1
"812","CHEMBL2170698","chemblid",183.7
"813","CHEMBL13817","chemblid",0.1995
"814","CHEMBL258551","chemblid",4.1
"815","CHEMBL3890296","chemblid",100
"816","CHEMBL3913335","chemblid",1
"817","CHEMBL3931856","chemblid",163
"818","CHEMBL3939196","chemblid",298
"819","CHEMBL1923512","chemblid",1
"820","CHEMBL3895776","chemblid",1
"821","CHEMBL180992","chemblid",9
"822","CHEMBL181627","chemblid",13.1
"823","CHEMBL281764","chemblid",3.02
"824","CHEMBL489095","chemblid",1000
"825","CHEMBL3578009","chemblid",63.1
"826","CHEMBL236038","chemblid",30
"827","CHEMBL2364392","chemblid",15.85
"828","CHEMBL2364394","chemblid",31.62
"829","CHEMBL2364397","chemblid",100
"830","CHEMBL2364401","chemblid",39.81
"831","CHEMBL2364402","chemblid",2.512
"832","CHEMBL2364383","chemblid",25.12
"833","CHEMBL3903845","chemblid",1
"834","CHEMBL3905987","chemblid",100
"835","CHEMBL3915269","chemblid",1
"836","CHEMBL3907497","chemblid",1
"837","CHEMBL3799222","chemblid",20
"838","CHEMBL335799","chemblid",72
"839","CHEMBL3798645","chemblid",10
"840","CHEMBL1963249","chemblid",1
"841","CHEMBL3958460","chemblid",1
"842","CHEMBL3963078","chemblid",100
"843","CHEMBL3978455","chemblid",NA
"844","CHEMBL3898794","chemblid",1
"845","CHEMBL3942642","chemblid",100
"846","CHEMBL3914338","chemblid",100
"847","CHEMBL3798056","chemblid",70
"848","CHEMBL3797225","chemblid",4
"849","CHEMBL2364375","chemblid",100
"850","CHEMBL3946348","chemblid",1
"851","CHEMBL3910300","chemblid",1
"852","CHEMBL2364382","chemblid",1
"853","CHEMBL2364440","chemblid",19.95
"854","CHEMBL2364470","chemblid",19.95
"855","CHEMBL2364478","chemblid",7.943
"856","CHEMBL2364485","chemblid",3.162
"857","CHEMBL2364450","chemblid",63.1
"858","CHEMBL2364469","chemblid",6.31
"859","CHEMBL2364368","chemblid",15.85
"860","CHEMBL2364379","chemblid",2.512
"861","CHEMBL2364475","chemblid",1.585
"862","CHEMBL393576","chemblid",79
"863","CHEMBL2364406","chemblid",5.012
"864","CHEMBL2364408","chemblid",0.7943
"865","CHEMBL2364409","chemblid",79.43
"866","CHEMBL2364410","chemblid",25.12
"867","CHEMBL2364414","chemblid",100
"868","CHEMBL2364423","chemblid",3.981
"869","CHEMBL2364424","chemblid",1.259
"870","CHEMBL3578008","chemblid",31.62
"871","CHEMBL3578013","chemblid",316.23
"872","CHEMBL2364438","chemblid",79.43
"873","CHEMBL2364374","chemblid",3.981
"874","CHEMBL2364442","chemblid",7.943
"875","CHEMBL2364369","chemblid",25.12
"876","CHEMBL2364447","chemblid",15.85
"877","CHEMBL2364347","chemblid",31.62
"878","CHEMBL2364353","chemblid",1
"879","CHEMBL2364356","chemblid",7.943
"880","CHEMBL2364459","chemblid",3.981
"881","CHEMBL2364468","chemblid",0.3162
"882","CHEMBL2364486","chemblid",12.59
"883","CHEMBL2364412","chemblid",25.12
"884","CHEMBL2364390","chemblid",10
"885","CHEMBL2364396","chemblid",25.12
"886","CHEMBL2364340","chemblid",19.95
"887","CHEMBL2364444","chemblid",10
"888","CHEMBL2364360","chemblid",15.85
"889","CHEMBL3961696","chemblid",1000
"890","CHEMBL2413152","chemblid",0.6
"891","CHEMBL3973085","chemblid",1
"892","CHEMBL3938104","chemblid",1
"893","CHEMBL3916659","chemblid",1
"894","CHEMBL3907891","chemblid",1000
"895","CHEMBL2364426","chemblid",1.585
"896","CHEMBL2364429","chemblid",0.5012
"897","CHEMBL2364435","chemblid",19.95
"898","CHEMBL2170695","chemblid",2.1
"899","CHEMBL3932434","chemblid",1
"900","CHEMBL1923637","chemblid",100
"901","CHEMBL1923617","chemblid",1
"902","CHEMBL180094","chemblid",0.49
"903","CHEMBL1963249","chemblid",27
"904","CHEMBL2364428","chemblid",2.512
"905","CHEMBL3578013","chemblid",331.3
"906","CHEMBL3578007","chemblid",70.2
"907","CHEMBL3939872","chemblid",NA
"908","CHEMBL3908264","chemblid",100
"909","CHEMBL1923636","chemblid",100
"910","CHEMBL3979911","chemblid",NA
"911","CHEMBL3961108","chemblid",100
"912","CHEMBL3942528","chemblid",NA
"913","CHEMBL3914259","chemblid",1000
"914","CHEMBL403180","chemblid",139
"915","CHEMBL266063","chemblid",1.6
"916","CHEMBL500468","chemblid",1.41
"917","CHEMBL2170699","chemblid",240.9
"918","CHEMBL251572","chemblid",0.1585
"919","CHEMBL13817","chemblid",1.43
"920","CHEMBL398372","chemblid",1.9
"921","CHEMBL271082","chemblid",202
"922","CHEMBL13817","chemblid",1.3
"923","CHEMBL180094","chemblid",0.46
"924","CHEMBL1923642","chemblid",1
